CO2_EMISS_CURR_PER_FLOOR_AREA,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISSIONS_POTENTIAL,ENVIRONMENT_IMPACT_POTENTIAL,MAINHEAT_ENV_EFF,MAINHEAT_ENERGY_EFF,CURRENT_ENERGY_EFFICIENCY,LIGHTING_COST_CURRENT,MAINS_GAS_FLAG,HOT_WATER_ENV_EFF,FLOOR_HEIGHT,POTENTIAL_ENERGY_EFFICIENCY,CURRENT_ENERGY_RATING,HOT_WATER_COST_CURRENT,MAINHEATC_ENERGY_EFF,ENERGY_CONSUMPTION_CURRENT
24,78,3.2,1.9,84,1,1,77,132,1,1,2.39,87,2,116,1,134
53,156,5.9,3.3,67,1,1,54,81,1,1,2.41,74,4,90,1,289
13,72,1.1,1.1,88,1,1,85,87,1,1,2.28,85,1,105,1,72
40,126,4.1,2.3,75,1,1,66,99,1,1,2.32,80,3,133,1,226
38,71,2.2,0.7,89,1,1,71,43,1,1,2.3,89,2,95,1,214
41,202,1.9,1.7,75,1,1,71,33,1,1,2.4,73,2,125,1,233
34,175,1.6,1.4,78,1,1,74,32,1,1,2.4,76,2,126,1,194
38,95,2.7,1.2,83,1,1,69,52,1,1,2.38,85,2,145,1,213
40,118,4.9,2.6,78,1,1,66,143,1,1,2.26,82,3,167,1,227
34,163,1.5,1.2,81,1,1,75,32,1,1,2.3,77,2,84,1,194
30,64,2.0,0.8,88,1,1,74,55,1,1,2.4,88,2,119,1,173
41,119,3.5,1.9,79,1,1,67,80,1,1,2.45,83,3,125,1,232
39,150,4.4,3.0,74,1,1,67,162,1,1,2.4,79,3,139,1,223
33,101,2.5,1.2,85,1,1,71,62,1,1,2.4,85,2,103,1,203
34,97,3.9,2.0,80,1,1,69,83,1,1,2.41,83,2,168,1,195
61,141,6.1,2.5,72,1,1,49,151,1,1,2.5,78,4,110,1,348
37,106,3.1,1.6,81,1,1,69,68,1,1,2.36,83,2,142,1,208
30,119,4.4,2.8,78,1,1,69,97,1,1,2.38,79,2,138,1,184
32,108,3.6,2.1,79,1,1,71,82,1,1,2.35,83,2,105,1,183
35,108,4.3,2.1,82,1,1,66,134,1,1,2.29,82,3,166,1,214
34,128,5.3,3.5,72,1,1,67,99,1,1,2.4,78,3,94,1,195
48,92,3.7,1.3,84,1,1,63,62,1,1,2.54,86,3,87,1,274
35,178,2.2,2.0,74,1,1,72,54,1,1,2.25,74,2,124,1,198
44,54,1.8,0.4,90,1,1,69,37,1,1,2.39,89,2,69,1,249
25,82,3.2,1.9,84,1,1,76,156,1,1,2.38,86,2,118,1,142
29,59,1.9,0.7,90,1,1,75,77,1,1,2.36,89,2,94,1,163
23,78,3.3,2.0,84,1,1,77,147,1,1,2.38,86,2,120,1,134
42,193,2.6,2.1,72,1,1,65,98,1,1,2.43,71,3,87,1,238
20,106,1.3,1.2,85,1,1,81,59,1,1,2.4,82,1,133,1,117
25,67,2.7,1.3,86,1,1,76,155,1,1,2.41,88,2,114,1,140
45,95,3.8,1.5,84,1,1,66,68,1,1,2.44,86,3,132,1,254
69,196,4.0,2.0,73,1,1,53,50,1,1,2.41,73,4,102,1,392
33,109,5.2,3.1,78,1,1,70,153,1,1,2.43,83,2,145,1,187
43,109,3.7,1.5,81,1,1,59,125,1,1,2.26,81,3,97,1,264
31,84,2.7,1.3,85,1,1,73,61,1,1,2.4,87,2,113,1,178
46,94,3.8,1.5,83,1,1,63,104,1,1,2.4,85,3,88,1,252
41,61,2.4,0.7,90,1,1,69,49,1,1,2.26,89,2,75,1,234
62,123,3.5,1.3,81,1,1,58,49,1,1,2.25,83,3,82,1,351
33,51,2.1,0.6,90,1,1,72,78,1,1,2.33,89,2,79,1,189
28,75,2.2,1.1,86,1,1,75,75,1,1,2.3,87,2,83,1,157
39,117,3.3,1.8,80,1,1,69,118,1,1,2.35,83,2,126,1,220
36,100,3.0,1.5,82,1,1,70,89,1,1,2.35,85,2,125,1,206
34,133,7.2,4.5,75,1,1,65,183,1,1,2.37,78,3,178,1,207
21,115,2.4,2.3,80,1,1,79,163,1,1,2.42,80,2,147,1,121
32,130,4.6,3.4,75,1,1,72,134,1,1,2.41,80,2,114,1,180
33,174,2.6,2.4,73,1,1,73,69,1,1,2.2,74,2,97,1,188
44,115,4.5,2.1,79,1,1,64,77,1,1,2.4,82,3,168,1,247
34,89,2.5,1.2,86,1,1,73,66,1,1,2.41,87,2,91,1,195
36,85,3.2,1.4,84,1,1,69,77,1,1,2.44,86,2,153,1,205
31,95,3.4,1.9,82,1,1,73,82,1,1,2.44,85,2,136,1,176
40,209,1.6,1.5,76,1,1,72,37,1,1,2.4,74,2,73,1,226
46,67,1.8,0.5,91,1,1,69,31,1,1,2.2,90,2,81,1,263
19,67,3.2,2.0,85,1,1,80,106,1,1,2.41,87,2,108,1,109
46,232,3.1,2.7,67,1,1,66,57,1,1,2.34,69,3,88,1,263
27,30,1.8,0.4,93,1,1,76,73,1,1,2.48,92,2,78,1,154
43,50,1.7,0.4,92,1,1,71,35,1,1,2.44,91,2,66,1,242
35,109,2.8,1.6,82,1,1,72,66,1,1,2.26,85,2,132,1,197
39,76,3.8,1.3,86,1,1,67,133,1,1,2.23,87,3,92,1,223
39,91,3.8,1.6,81,1,1,66,124,1,1,2.4,84,3,137,1,220
40,76,3.0,1.0,87,1,1,69,75,1,1,2.35,88,2,83,1,228
48,127,3.8,1.8,80,1,1,64,65,1,1,2.4,83,3,104,1,269
20,89,1.9,1.5,85,1,1,80,80,1,1,2.34,83,2,157,1,116
32,35,1.5,0.3,92,1,1,74,50,1,1,2.41,91,2,70,1,184
25,127,1.5,1.4,81,1,1,77,56,1,1,2.45,79,2,70,1,140
39,121,7.6,4.2,73,1,1,63,190,1,1,2.32,79,3,182,1,219
45,118,6.1,2.9,75,1,1,60,93,1,1,2.41,80,3,147,1,253
28,48,1.8,0.6,92,1,1,76,61,1,1,2.3,91,2,88,1,159
31,165,1.1,1.1,82,1,1,76,67,1,1,2.4,77,2,75,1,177
30,124,4.0,2.6,78,1,1,69,138,1,1,2.41,80,2,95,1,188
39,193,1.4,1.2,79,1,1,73,33,1,1,2.4,75,2,71,1,224
32,112,3.8,2.4,78,1,1,71,84,1,1,2.4,82,2,94,1,184
55,149,4.7,2.3,74,1,1,58,87,1,1,2.34,79,3,143,1,312
42,133,5.7,3.4,71,1,1,62,119,1,1,2.42,77,3,135,1,231
42,145,4.6,2.8,74,1,1,63,130,1,1,2.41,78,3,131,1,239
40,130,7.0,4.0,73,1,1,63,205,1,1,2.4,79,3,136,1,228
41,104,3.0,1.4,82,1,1,67,95,1,1,2.4,84,3,101,1,235
47,242,2.8,2.5,68,1,1,67,52,1,1,2.43,69,3,86,1,264
31,118,5.3,3.2,79,1,1,68,127,1,1,2.41,80,3,133,1,191
55,122,4.1,1.6,80,1,1,59,131,1,1,2.41,83,3,95,1,311
45,69,3.5,1.0,88,1,1,66,63,1,1,2.28,89,3,82,1,254
38,217,1.8,1.8,73,1,1,72,48,1,1,2.51,72,2,109,1,217
39,129,4.2,2.5,77,1,1,67,158,1,1,2.4,81,3,139,1,220
32,76,2.3,1.0,86,1,1,73,64,1,1,2.4,87,2,118,1,182
35,139,2.1,1.5,80,1,1,72,53,1,1,2.46,78,2,87,1,201
59,168,6.1,3.1,69,1,1,53,77,1,1,2.4,75,4,137,1,336
21,92,2.5,1.9,83,1,1,79,152,1,1,2.49,83,2,166,1,117
21,61,2.8,1.5,86,1,1,78,122,1,1,2.35,88,2,137,1,119
40,102,5.5,2.5,79,1,1,64,94,1,1,2.41,83,3,153,1,226
32,87,3.6,1.5,85,1,1,67,100,1,1,2.39,84,3,104,1,201
29,69,2.1,0.9,88,1,1,75,72,1,1,2.4,89,2,112,1,165
37,102,2.8,1.4,81,1,1,69,105,1,1,2.28,84,2,96,1,212
20,58,2.4,1.2,87,1,1,79,89,1,1,2.46,88,2,94,1,115
40,115,4.3,2.2,78,1,1,66,84,1,1,2.39,82,3,167,1,227
41,82,5.0,1.8,82,1,1,60,93,1,1,2.5,84,3,106,1,235
46,89,4.9,1.7,81,1,1,60,146,1,1,2.4,84,3,87,1,262
37,122,4.0,2.4,78,1,1,69,110,1,1,2.33,82,2,136,1,210
35,75,2.9,1.2,84,1,1,69,90,1,1,2.3,85,2,106,1,193
37,81,3.6,1.4,84,1,1,69,78,1,1,2.34,86,2,160,1,210
49,107,5.1,2.0,79,1,1,60,79,1,1,2.32,82,3,134,1,277
40,68,2.0,0.6,90,1,1,71,43,1,1,2.4,89,2,85,1,226
32,65,1.9,0.7,88,1,1,73,54,1,1,2.26,88,2,113,1,184
41,176,4.7,3.6,67,1,1,62,84,1,1,2.34,71,3,112,1,236
23,133,1.8,1.8,79,1,1,78,65,1,1,2.4,78,2,98,1,133
63,185,4.2,2.2,68,1,1,53,96,1,1,2.23,75,4,78,1,357
32,85,2.7,1.3,86,1,1,74,78,1,1,2.27,87,2,103,1,179
43,110,3.4,1.7,81,1,1,67,64,1,1,2.33,83,3,89,1,235
29,139,5.9,4.1,77,1,1,67,111,1,1,2.48,77,3,139,1,197
26,107,4.9,3.6,77,1,1,74,171,1,1,2.35,82,2,139,1,150
67,88,4.3,1.0,85,1,1,54,72,1,1,2.45,86,4,141,1,378
39,76,3.1,1.1,87,1,1,69,96,1,1,2.34,88,2,97,1,223
32,96,5.6,3.0,79,1,1,70,103,1,1,2.41,83,2,138,1,181
41,81,3.3,1.2,86,1,1,68,78,1,1,2.35,87,3,85,1,230
51,125,3.9,1.7,80,1,1,62,126,1,1,2.4,83,3,137,1,287
43,91,3.0,1.0,87,1,1,64,117,1,1,2.4,86,3,99,1,261
58,205,3.3,2.1,73,1,1,61,50,1,1,2.31,73,3,102,1,328
41,127,6.2,3.5,74,1,1,64,163,1,1,2.41,80,3,158,1,230
40,122,2.6,1.2,83,1,1,65,84,1,1,2.41,82,3,81,1,248
28,88,3.7,2.1,81,1,1,73,104,1,1,2.49,85,2,93,1,161
41,103,4.1,1.9,79,1,1,65,93,1,1,2.48,83,3,153,1,231
37,136,2.3,1.5,80,1,1,70,111,1,1,2.42,78,2,101,1,213
40,70,3.4,1.2,84,1,1,66,91,1,1,2.5,86,3,96,1,216
32,165,1.8,1.7,77,1,1,73,51,1,1,2.39,75,2,91,1,181
32,48,1.6,0.5,91,1,1,74,43,1,1,2.36,90,2,84,1,182
27,90,2.8,1.7,83,1,1,75,83,1,1,2.427,85,2,152,1,155
35,75,2.1,0.8,87,1,1,72,50,1,1,2.41,88,2,83,1,201
27,93,3.6,2.2,80,1,1,74,122,1,1,2.35,84,2,95,1,154
24,45,1.8,0.6,91,1,1,78,66,1,1,2.39,90,2,103,1,138
41,86,2.4,0.9,85,1,1,69,65,1,1,2.35,86,2,121,1,234
29,93,4.2,2.5,80,1,1,73,110,1,1,2.33,84,2,131,1,162
31,114,5.1,3.4,75,1,1,70,135,1,1,2.41,80,2,128,1,174
23,102,3.9,2.8,80,1,1,74,101,1,1,2.42,82,2,107,1,144
20,106,1.2,1.1,85,1,1,81,55,1,1,2.34,82,1,94,1,117
33,61,1.9,0.6,89,1,1,73,48,1,1,2.4,89,2,120,1,190
35,129,4.2,2.5,78,1,1,66,86,1,1,2.34,79,3,126,1,215
32,130,5.7,4.2,74,1,1,71,107,1,1,2.4,80,2,138,1,180
43,125,4.8,2.0,81,1,1,58,82,1,1,2.2,80,3,112,1,284
50,131,8.0,3.9,70,1,1,54,101,1,1,2.41,76,4,145,1,271
35,122,5.9,3.6,76,1,1,69,127,1,1,2.34,81,2,137,1,200
21,46,2.1,0.9,89,1,1,78,108,1,1,2.52,90,2,110,1,120
37,89,3.6,1.6,84,1,1,70,82,1,1,2.38,86,2,166,1,210
34,92,2.4,1.2,85,1,1,73,64,1,1,2.33,86,2,128,1,191
36,123,3.2,1.7,81,1,1,67,85,1,1,2.4,81,3,135,1,223
39,116,3.5,1.8,79,1,1,68,78,1,1,2.34,83,3,107,1,224
25,135,1.2,1.2,83,1,1,78,70,1,1,2.45,79,2,90,1,141
37,107,4.9,2.6,78,1,1,67,91,1,1,2.43,82,3,106,1,206
51,125,4.4,1.9,77,1,1,60,115,1,1,2.37,81,3,126,1,289
34,89,2.7,1.3,84,1,1,71,86,1,1,2.37,86,2,98,1,191
47,116,3.6,1.6,81,1,1,64,111,1,1,2.33,84,3,146,1,267
45,157,5.1,3.2,69,1,1,62,102,1,1,2.41,76,3,147,1,252
54,155,6.3,3.4,71,1,1,57,93,1,1,2.34,77,3,101,1,295
44,75,2.0,0.6,89,1,1,69,57,1,1,2.38,88,2,76,1,247
36,81,2.6,1.1,86,1,1,71,64,1,1,2.3,87,2,107,1,204
43,53,1.9,0.5,91,1,1,69,42,1,1,2.37,90,2,130,1,246
34,109,5.4,3.1,77,1,1,68,100,1,1,2.44,82,3,163,1,194
33,138,6.1,4.5,73,1,1,68,180,1,1,2.42,77,3,85,1,186
19,108,1.2,1.2,84,1,1,81,60,1,1,2.22,81,1,92,1,108
31,84,2.8,1.4,84,1,1,73,68,1,1,2.3,86,2,140,1,174
16,91,1.9,1.9,83,1,1,83,105,1,1,2.39,83,1,96,1,91
33,112,4.3,2.7,76,1,1,69,107,1,1,2.29,80,2,146,1,183
41,163,3.2,2.3,74,1,1,66,95,1,1,2.44,75,3,103,1,235
40,138,3.7,2.4,73,1,1,65,72,1,1,2.46,78,3,95,1,223
44,165,4.4,3.0,72,1,1,64,129,1,1,2.29,77,3,104,1,250
43,102,2.6,1.1,84,1,1,68,102,1,1,2.4,86,3,124,1,244
31,114,4.9,3.3,77,1,1,72,130,1,1,2.4,82,2,150,1,174
12,71,1.5,1.5,87,1,1,86,114,1,1,2.43,86,1,119,1,71
55,136,7.1,3.1,73,1,1,54,100,1,1,2.41,79,4,149,1,314
43,138,3.7,2.1,74,1,1,63,102,1,1,2.41,79,3,124,1,246
33,70,2.0,0.8,89,1,1,74,54,1,1,2.37,89,2,120,1,190
56,132,4.2,1.8,77,1,1,58,77,1,1,2.45,81,3,80,1,315
24,101,5.6,4.3,75,1,1,75,132,1,1,2.34,81,2,143,1,134
52,109,5.1,1.9,81,1,1,60,76,1,1,2.38,84,3,127,1,297
49,96,4.0,1.4,83,1,1,62,66,1,1,2.31,85,3,130,1,276
35,88,5.9,2.2,85,1,1,65,104,1,1,2.42,89,3,147,1,218
27,41,1.6,0.5,91,1,1,76,55,1,1,2.41,91,2,79,1,151
46,128,7.5,3.0,80,1,1,51,111,1,1,2.44,79,4,137,1,309
31,106,4.6,2.8,79,1,1,72,95,1,1,2.31,83,2,141,1,178
35,79,3.1,1.3,84,1,1,70,71,1,1,2.31,86,2,127,1,197
41,134,5.9,3.6,71,1,1,62,104,1,1,2.41,77,3,95,1,228
41,109,4.0,1.9,80,1,1,65,149,1,1,2.41,83,3,135,1,232
29,130,3.4,2.7,77,1,1,73,172,1,1,2.5,78,2,157,1,166
31,80,2.1,1.0,85,1,1,73,57,1,1,2.35,86,2,83,1,179
41,110,5.4,2.6,79,1,1,63,105,1,1,2.38,81,3,146,1,232
32,183,1.8,1.8,76,1,1,75,47,1,1,2.45,75,2,120,1,183
32,84,4.2,2.0,82,1,1,70,94,1,1,2.43,85,2,138,1,184
35,104,4.2,2.3,79,1,1,69,89,1,1,2.38,83,2,130,1,199
38,101,3.4,1.7,79,1,1,68,75,1,1,2.45,82,3,126,1,205
35,60,2.1,0.7,89,1,1,72,50,1,1,2.36,89,2,75,1,200
26,131,2.2,1.9,79,1,1,76,105,1,1,2.3,79,2,134,1,149
66,58,3.2,0.5,91,1,1,58,85,1,1,2.38,90,3,114,1,377
49,108,3.7,1.5,82,1,1,63,62,1,1,2.34,84,3,145,1,276
38,134,5.2,3.2,75,1,1,66,185,1,1,2.5,78,3,137,1,217
43,122,5.9,2.9,76,1,1,62,163,1,1,2.42,80,3,137,1,246
40,121,4.2,2.3,77,1,1,67,79,1,1,2.41,81,3,93,1,226
24,97,4.0,2.5,83,1,1,74,99,1,1,2.28,83,2,138,1,151
35,92,3.5,1.7,84,1,1,71,77,1,1,2.4,86,2,134,1,197
43,36,1.9,0.3,92,1,1,69,39,1,1,2.36,91,2,113,1,246
43,121,4.7,2.4,78,1,1,65,110,1,1,2.42,82,3,155,1,245
41,143,4.4,2.8,74,1,1,66,105,1,1,2.35,79,3,139,1,231
33,95,3.0,1.5,81,1,1,71,97,1,1,2.28,84,2,101,1,189
30,75,2.4,0.9,89,1,1,72,79,1,1,2.39,87,2,84,1,183
45,90,2.2,0.8,87,1,1,69,49,1,1,2.47,87,2,84,1,254
22,60,2.3,1.1,88,1,1,79,83,1,1,2.39,89,2,95,1,125
26,117,5.7,4.0,78,1,1,72,128,1,1,2.42,80,2,138,1,164
63,205,3.8,2.2,71,1,1,57,77,1,1,2.47,76,3,130,1,357
24,67,2.4,1.2,86,1,1,77,82,1,1,2.37,88,2,117,1,136
41,92,2.6,1.1,84,1,1,68,53,1,1,2.44,86,3,123,1,232
29,158,1.5,1.5,79,1,1,76,77,1,1,2.34,77,2,110,1,165
38,119,3.0,1.5,83,1,1,67,64,1,1,2.26,82,3,84,1,237
43,111,3.6,1.6,80,1,1,65,74,1,1,2.33,83,3,186,1,246
40,95,4.1,1.8,81,1,1,66,103,1,1,2.44,84,3,149,1,225
32,121,6.0,4.1,75,1,1,70,196,1,1,2.36,80,2,139,1,179
28,59,2.0,0.8,89,1,1,75,85,1,1,2.38,89,2,116,1,161
50,126,4.1,1.8,80,1,1,62,124,1,1,2.41,83,3,149,1,285
27,87,2.7,1.5,85,1,1,76,75,1,1,2.44,86,2,88,1,155
33,99,3.4,1.8,81,1,1,71,96,1,1,2.27,84,2,126,1,188
47,123,5.4,2.5,76,1,1,61,125,1,1,2.47,81,3,112,1,268
56,98,7.7,2.4,80,1,1,53,93,1,1,2.55,84,4,135,1,317
40,82,4.0,1.5,84,1,1,66,77,1,1,2.42,86,3,134,1,228
44,234,1.4,1.3,77,1,1,72,35,1,1,2.33,73,2,67,1,250
34,91,2.7,1.3,83,1,1,71,65,1,1,2.46,85,2,121,1,193
28,74,2.6,1.3,86,1,1,75,101,1,1,2.21,88,2,102,1,158
28,115,6.1,4.4,75,1,1,73,119,1,1,2.34,81,2,134,1,160
32,134,5.1,3.9,73,1,1,71,105,1,1,2.41,79,2,86,1,178
34,90,2.2,1.1,86,1,1,73,66,1,1,2.29,87,2,86,1,192
41,80,4.8,1.7,83,1,1,64,183,1,1,2.38,86,3,150,1,233
44,80,2.5,0.8,87,1,1,67,51,1,1,2.5,87,3,137,1,249
29,103,3.5,2.2,79,1,1,73,111,1,1,2.38,83,2,133,1,166
42,97,4.0,1.7,82,1,1,66,73,1,1,2.37,85,3,139,1,238
31,114,6.0,3.5,77,1,1,66,108,1,1,2.41,79,3,107,1,196
36,92,3.0,1.4,84,1,1,71,84,1,1,2.32,86,2,92,1,202
29,165,1.4,1.4,79,1,1,77,46,1,1,2.4,77,2,107,1,165
49,107,7.0,2.7,79,1,1,58,140,1,1,2.38,83,3,163,1,277
43,54,1.8,0.4,91,1,1,70,29,1,1,2.45,90,2,82,1,244
29,145,4.2,3.0,78,1,1,67,92,1,1,2.42,76,3,88,1,198
65,198,3.7,2.0,73,1,1,56,58,1,1,2.44,73,3,88,1,367
36,119,3.3,2.0,78,1,1,69,80,1,1,2.42,82,2,134,1,206
36,67,3.0,1.0,87,1,1,69,74,1,1,2.35,88,2,98,1,206
45,140,6.9,3.0,78,1,1,53,95,1,1,2.47,77,4,159,1,299
29,144,1.5,1.3,81,1,1,76,37,1,1,2.4,78,2,91,1,165
33,92,3.0,1.5,83,1,1,72,85,1,1,2.3,85,2,144,1,184
22,120,1.5,1.4,82,1,1,79,79,1,1,2.37,80,2,93,1,123
52,106,4.8,1.5,84,1,1,56,72,1,1,2.25,83,3,146,1,318
33,187,1.4,1.4,78,1,1,75,37,1,1,2.35,75,2,78,1,187
31,92,3.3,1.7,83,1,1,73,84,1,1,2.27,85,2,131,1,175
27,72,2.4,1.2,87,1,1,75,115,1,1,2.37,87,2,105,1,154
29,76,2.7,1.3,86,1,1,74,72,1,1,2.31,87,2,128,1,167
38,81,2.4,0.9,86,1,1,69,72,1,1,2.4,87,2,89,1,216
46,117,3.1,1.4,81,1,1,65,64,1,1,2.46,83,3,115,1,260
33,131,6.1,4.4,73,1,1,70,133,1,1,2.32,79,2,138,1,183
42,113,3.7,1.8,78,1,1,62,90,1,1,2.32,80,3,133,1,239
35,54,2.0,0.6,90,1,1,72,66,1,1,2.29,90,2,85,1,198
30,96,3.5,2.0,81,1,1,73,124,1,1,2.39,84,2,127,1,168
38,80,2.1,0.8,87,1,1,71,48,1,1,2.38,87,2,84,1,213
26,63,2.1,0.9,88,1,1,76,65,1,1,2.52,88,2,87,1,148
38,88,2.7,1.2,85,1,1,70,60,1,1,2.4,86,2,117,1,213
31,111,5.4,3.4,78,1,1,72,104,1,1,2.34,83,2,138,1,178
48,149,3.2,1.7,78,1,1,64,63,1,1,2.37,77,3,80,1,274
31,68,2.4,1.0,87,1,1,72,135,1,1,2.41,87,2,97,1,175
31,115,4.7,3.1,76,1,1,71,113,1,1,2.32,81,2,134,1,174
26,91,4.3,2.7,81,1,1,75,115,1,1,2.37,85,2,132,1,146
35,99,3.2,1.6,83,1,1,71,71,1,1,2.45,85,2,123,1,201
38,101,3.8,1.8,80,1,1,68,86,1,1,2.32,84,3,96,1,216
29,166,1.4,1.4,79,1,1,76,35,1,1,2.3,76,2,88,1,166
36,104,3.0,1.6,81,1,1,70,67,1,1,2.38,84,2,130,1,203
37,77,2.8,1.1,85,1,1,69,67,1,1,2.4,86,2,142,1,208
51,135,5.4,2.5,74,1,1,58,79,1,1,2.43,79,3,166,1,290
50,132,5.0,2.4,75,1,1,59,103,1,1,2.42,80,3,166,1,283
26,125,3.8,3.2,74,1,1,77,100,1,1,2.46,80,2,157,1,148
38,124,2.1,0.9,85,1,1,68,71,1,1,2.4,82,3,118,1,260
33,161,2.4,2.0,77,1,1,74,80,1,1,2.38,76,2,126,1,187
33,97,3.7,1.9,82,1,1,71,109,1,1,2.35,84,2,100,1,190
27,94,3.3,2.1,81,1,1,74,97,1,1,2.31,84,2,138,1,153
31,41,2.0,0.5,92,1,1,74,88,1,1,2.29,91,2,106,1,179
36,103,3.2,1.7,81,1,1,70,103,1,1,2.37,84,2,132,1,202
31,128,5.2,4.0,73,1,1,72,101,1,1,2.43,79,2,134,1,170
21,92,2.5,1.9,83,1,1,79,152,1,1,2.49,83,2,166,1,117
29,88,2.7,1.5,84,1,1,74,121,1,1,2.29,86,2,102,1,165
35,178,1.8,1.6,76,1,1,73,46,1,1,2.48,75,2,86,1,199
28,78,4.0,1.8,85,1,1,71,93,1,1,2.41,85,2,174,1,168
38,113,8.0,4.3,74,1,1,64,140,1,1,2.36,80,3,138,1,215
39,107,5.6,2.7,77,1,1,64,172,1,1,2.3,82,3,137,1,221
44,125,4.1,2.1,79,1,1,64,85,1,1,2.5,79,3,96,1,248
44,113,4.1,1.9,80,1,1,65,115,1,1,2.42,83,3,159,1,250
31,101,2.9,1.7,81,1,1,72,77,1,1,2.3,84,2,133,1,178
45,214,3.5,2.9,66,1,1,65,66,1,1,2.41,69,3,91,1,256
37,190,3.0,2.7,70,1,1,69,67,1,1,2.41,72,2,92,1,212
32,122,4.1,2.8,75,1,1,70,87,1,1,2.38,80,2,92,1,182
26,90,3.1,1.9,82,1,1,75,85,1,1,2.31,85,2,113,1,149
42,69,3.0,0.9,89,1,1,68,59,1,1,2.32,89,3,104,1,239
16,94,1.1,1.1,86,1,1,83,60,1,1,2.43,83,1,93,1,94
27,102,3.7,2.5,80,1,1,75,110,1,1,2.43,84,2,137,1,156
28,158,1.0,1.0,83,1,1,78,36,1,1,2.2,78,2,72,1,158
27,66,2.2,1.0,87,1,1,76,65,1,1,2.39,88,2,124,1,155
38,91,3.7,1.6,84,1,1,69,129,1,1,2.43,86,2,135,1,217
63,145,4.3,1.8,77,1,1,55,70,1,1,2.31,80,3,124,1,358
33,160,2.1,1.8,77,1,1,73,43,1,1,2.45,76,2,100,1,187
53,133,4.3,1.9,77,1,1,59,65,1,1,2.41,81,3,97,1,302
41,216,1.9,1.8,72,1,1,70,41,1,1,2.49,72,2,72,1,231
50,207,3.3,2.2,71,1,1,60,63,1,1,2.43,70,3,96,1,306
40,86,3.4,1.3,84,1,1,68,69,1,1,2.3,86,3,132,1,224
47,123,4.0,1.6,81,1,1,59,68,1,1,2.31,81,3,100,1,294
18,105,1.1,1.1,85,1,1,81,65,1,1,2.35,81,1,95,1,105
54,108,3.6,1.1,85,1,1,58,56,1,1,2.46,84,3,96,1,333
29,78,2.5,1.2,85,1,1,74,69,1,1,2.31,87,2,93,1,167
22,119,1.1,1.1,85,1,1,80,81,1,1,2.3,81,2,81,1,128
37,122,6.3,3.7,75,1,1,67,104,1,1,2.28,80,3,96,1,212
20,115,1.1,1.1,84,1,1,81,53,1,1,2.3,81,1,103,1,115
37,195,2.1,1.9,74,1,1,72,48,1,1,2.4,73,2,89,1,211
28,74,2.2,1.1,86,1,1,75,65,1,1,2.26,87,2,81,1,158
34,104,3.4,1.9,79,1,1,68,79,1,1,2.31,81,3,155,1,193
38,62,2.0,0.6,89,1,1,71,52,1,1,2.36,89,2,87,1,218
33,121,3.7,2.5,77,1,1,71,124,1,1,2.26,82,2,106,1,186
28,75,3.2,1.5,84,1,1,70,87,1,1,2.35,84,2,119,1,163
55,129,5.5,2.3,74,1,1,55,115,1,1,2.55,79,3,134,1,310
55,138,8.6,4.0,70,1,1,51,142,1,1,2.41,77,4,90,1,302
31,151,1.4,1.2,82,1,1,77,41,1,1,2.38,78,2,71,1,174
23,42,1.9,0.7,91,1,1,78,102,1,1,2.37,91,2,102,1,129
40,37,5.9,1.1,90,1,1,64,96,1,1,2.31,96,3,137,1,229
34,153,2.3,1.8,78,1,1,73,59,1,1,2.416,77,2,98,1,193
22,47,1.9,0.8,90,1,1,79,94,1,1,2.46,90,2,88,1,125
23,75,2.9,1.7,84,1,1,77,92,1,1,2.32,86,2,124,1,132
53,112,3.4,1.3,81,1,1,61,69,1,1,2.33,84,3,86,1,302
22,124,1.2,1.2,84,1,1,80,51,1,1,2.34,80,2,83,1,124
38,102,3.6,1.8,82,1,1,68,136,1,1,2.34,85,3,143,1,215
43,78,3.4,1.1,87,1,1,67,91,1,1,2.36,88,3,145,1,241
34,157,1.5,1.2,81,1,1,75,41,1,1,2.34,78,2,122,1,193
35,99,3.1,1.6,82,1,1,70,97,1,1,2.26,85,2,143,1,201
47,78,1.8,0.6,90,1,1,70,35,1,1,2.4,89,2,75,1,265
46,84,4.5,1.5,83,1,1,62,76,1,1,2.51,85,3,128,1,259
31,75,2.5,1.1,86,1,1,73,65,1,1,2.38,87,2,124,1,177
30,69,2.7,1.1,87,1,1,73,141,1,1,2.38,88,2,127,1,173
55,180,5.1,3.0,70,1,1,58,73,1,1,2.27,76,3,151,1,312
55,77,7.6,2.5,79,1,1,57,93,1,1,2.41,91,3,166,1,282
26,47,1.7,0.6,91,1,1,77,63,1,1,2.38,91,2,80,1,148
26,147,1.0,1.0,83,1,1,79,38,1,1,2.27,79,2,73,1,147
48,138,4.2,2.2,78,1,1,64,96,1,1,2.41,81,3,126,1,270
41,226,2.7,2.7,66,1,1,67,78,1,1,2.3,69,3,142,1,234
38,196,1.2,1.1,81,1,1,74,30,1,1,2.21,76,2,77,1,215
24,131,1.6,1.6,80,1,1,78,82,1,1,2.4,79,2,116,1,134
36,87,2.4,1.0,86,1,1,72,55,1,1,2.29,87,2,119,1,207
36,57,1.8,0.5,90,1,1,72,55,1,1,2.3,89,2,82,1,204
25,142,1.2,1.2,82,1,1,78,46,1,1,2.4,78,2,79,1,142
